Order_ID,Order_Date,Customer_ID,Product_ID,Rep_ID,Quantity,Discount,Sales,Profit
ORD011004,2025-07-29,CUST03185,PROD0276,REP096,1,15,38160.75,6821.75
ORD011005,2026-02-19,CUST01133,PROD0460,REP076,5,0,206030.0,64210.0
ORD011006,2026-01-14,CUST00336,PROD0126,REP068,5,5,141018.0,13613.0
ORD011007,2025-03-10,CUST02986,PROD0427,REP087,1,10,51203.7,5348.7
ORD011008,2024-07-14,CUST00689,PROD0133,REP099,5,20,130460.0,13240.0
ORD011009,2025-06-25,CUST04183,PROD0381,REP079,1,5,29694.15,3626.15
ORD011010,2026-04-29,CUST03255,PROD0478,REP093,3,20,50649.6,9309.6
ORD011011,2024-09-07,CUST03683,PROD0497,REP096,2,5,51904.2,9130.2
ORD011012,2025-07-23,CUST03601,PROD0134,REP049,4,5,149294.4,36098.4
ORD011013,2025-11-29,CUST02057,PROD0442,REP016,5,0,338455.0,123220.0
ORD011014,2024-09-25,CUST02418,PROD0092,REP053,5,0,138895.0,25920.0
ORD011015,2025-09-08,CUST01664,PROD0460,REP015,1,10,37085.4,8721.4
ORD011016,2024-11-02,CUST03499,PROD0114,REP091,1,0,13269.0,2367.0
ORD011017,2025-02-22,CUST01232,PROD0356,REP066,1,0,22376.0,5987.0
ORD011018,2025-05-25,CUST00280,PROD0373,REP068,2,10,49590.0,2118.0
ORD011019,2025-05-21,CUST03028,PROD0229,REP007,2,5,100141.4,27781.4
ORD011020,2025-12-19,CUST02182,PROD0296,REP059,1,20,38739.2,5985.2
ORD011021,2025-10-02,CUST00087,PROD0156,REP075,3,0,140511.0,47907.0
ORD011022,2025-12-10,CUST02103,PROD0298,REP017,2,0,36010.0,13044.0
ORD011023,2025-08-07,CUST04397,PROD0031,REP020,3,10,154153.8,42718.8
ORD011024,2024-11-13,CUST02613,PROD0456,REP015,2,10,125017.2,34347.2
ORD011025,2024-10-21,CUST04363,PROD0117,REP024,2,15,90156.1,23466.1
ORD011026,2025-01-11,CUST03359,PROD0187,REP065,5,5,32148.0,9328.0
ORD011027,2025-06-13,CUST03960,PROD0414,REP090,1,15,53847.5,9207.5
ORD011028,2025-05-14,CUST04828,PROD0431,REP072,2,20,3531.2,-240.8
ORD011029,2025-05-09,CUST04491,PROD0182,REP061,1,15,30682.45,2668.45
ORD011030,2025-11-23,CUST04045,PROD0440,REP076,1,0,1034.0,386.0
ORD011031,2025-11-30,CUST03285,PROD0405,REP069,5,0,233325.0,72715.0
ORD011032,2024-11-04,CUST02030,PROD0436,REP073,5,0,13645.0,4550.0
ORD011033,2024-08-08,CUST01965,PROD0174,REP005,2,15,65553.7,15583.7
ORD011034,2025-11-16,CUST04427,PROD0032,REP025,3,10,134554.5,24130.5
ORD011035,2026-06-08,CUST04020,PROD0494,REP043,1,0,39741.0,12115.0
ORD011036,2024-09-27,CUST02310,PROD0015,REP013,3,10,118176.3,23631.3
ORD011037,2025-12-10,CUST01415,PROD0283,REP017,5,10,161424.0,32114.0
ORD011038,2026-07-07,CUST02846,PROD0309,REP066,1,15,22971.25,2919.25
ORD011039,2025-07-30,CUST02951,PROD0454,REP021,1,5,42734.8,9932.8
ORD011040,2025-06-15,CUST00279,PROD0086,REP012,4,15,43873.6,2321.6
ORD011041,2025-01-12,CUST01019,PROD0220,REP044,1,10,39402.0,6288.0
ORD011042,2025-02-10,CUST03612,PROD0258,REP026,5,10,172242.0,43192.0
ORD011043,2025-10-16,CUST02740,PROD0067,REP053,5,15,292595.5,61945.5
ORD011044,2025-11-12,CUST03113,PROD0472,REP096,4,0,117944.0,33640.0
ORD011045,2025-07-22,CUST02166,PROD0463,REP073,4,5,183361.4,57469.4
ORD011046,2026-02-14,CUST04611,PROD0069,REP016,3,0,61653.0,14766.0
ORD011047,2025-08-28,CUST03271,PROD0220,REP091,2,20,70048.0,3820.0
ORD011048,2025-03-06,CUST02754,PROD0466,REP087,1,10,20157.3,1298.3
ORD011049,2025-05-21,CUST00198,PROD0449,REP079,2,15,106724.3,18254.3
ORD011050,2025-09-20,CUST00391,PROD0064,REP079,3,15,110236.5,10192.5
ORD011051,2025-02-13,CUST00868,PROD0180,REP082,3,10,177673.5,32137.5
ORD011052,2025-06-12,CUST01903,PROD0031,REP028,5,5,271196.5,85471.5
ORD011053,2026-07-07,CUST03014,PROD0224,REP064,4,20,213865.6,44081.6
ORD011054,2025-05-31,CUST02851,PROD0022,REP095,1,10,35612.1,8957.1
ORD011055,2026-06-26,CUST00413,PROD0303,REP084,3,10,63960.3,2880.3
ORD011056,2026-01-10,CUST01909,PROD0013,REP014,1,20,17638.4,1289.4
ORD011057,2025-12-07,CUST04417,PROD0152,REP003,3,0,108498.0,26478.0
ORD011058,2025-03-15,CUST01031,PROD0371,REP040,1,20,15190.4,-380.6
ORD011059,2025-02-22,CUST04181,PROD0277,REP076,1,10,16075.8,1522.8
ORD011060,2025-06-06,CUST01830,PROD0360,REP019,5,5,76232.75,11332.75
ORD011061,2025-09-24,CUST04545,PROD0088,REP075,1,0,44838.0,6073.0
ORD011062,2024-12-14,CUST03256,PROD0191,REP003,2,20,3268.8,-197.2
ORD011063,2025-12-18,CUST02030,PROD0287,REP098,5,5,308655.0,65775.0
ORD011064,2026-03-24,CUST02740,PROD0253,REP044,2,20,77724.8,6216.8
ORD011065,2026-01-13,CUST01378,PROD0484,REP061,3,15,63844.35,7285.35
ORD011066,2025-10-12,CUST03621,PROD0233,REP007,4,20,137779.2,187.2
ORD011067,2025-04-19,CUST01303,PROD0089,REP081,2,0,71474.0,19298.0
ORD011068,2026-05-15,CUST04139,PROD0174,REP085,1,10,34704.9,9719.9
ORD011069,2026-05-07,CUST02720,PROD0468,REP097,1,5,37727.35,6513.35
ORD011070,2024-12-16,CUST04383,PROD0056,REP100,2,15,75432.4,-309.6
ORD011071,2025-07-10,CUST00892,PROD0269,REP071,2,5,111733.3,22703.3
ORD011072,2026-01-01,CUST00033,PROD0442,REP035,3,10,182765.7,53624.7
ORD011073,2026-05-22,CUST02982,PROD0052,REP081,5,5,21327.5,4002.5
ORD011074,2024-09-26,CUST04504,PROD0044,REP034,1,0,29081.0,8713.0
ORD011075,2025-09-19,CUST02773,PROD0019,REP097,5,5,22263.25,3693.25
ORD011076,2025-03-09,CUST00583,PROD0145,REP010,1,20,22393.6,-213.4
ORD011077,2025-09-27,CUST02609,PROD0386,REP092,5,5,216096.5,42946.5
ORD011078,2025-08-07,CUST02507,PROD0235,REP023,3,15,17597.55,383.55
ORD011079,2026-02-02,CUST04920,PROD0386,REP058,3,15,116009.7,12119.7
ORD011080,2026-06-22,CUST03121,PROD0325,REP032,3,10,62132.4,14516.4
ORD011081,2025-10-16,CUST00118,PROD0071,REP037,3,20,140985.6,9579.6
ORD011082,2024-11-13,CUST01510,PROD0102,REP083,5,20,60344.0,7104.0
ORD011083,2025-04-21,CUST03022,PROD0265,REP086,1,15,54908.3,5723.3
ORD011084,2026-04-27,CUST03021,PROD0046,REP093,4,5,89699.0,24723.0
ORD011085,2025-03-05,CUST03744,PROD0197,REP054,1,0,17146.0,5928.0
ORD011086,2026-05-17,CUST01238,PROD0170,REP030,2,15,84989.8,3881.8
ORD011087,2024-08-18,CUST02735,PROD0220,REP018,1,20,35024.0,1910.0
ORD011088,2026-06-05,CUST04006,PROD0281,REP009,4,0,257296.0,89564.0
ORD011089,2026-04-29,CUST01038,PROD0291,REP002,2,15,85360.4,11728.4
ORD011090,2025-06-24,CUST00348,PROD0405,REP042,1,15,39665.25,7543.25
ORD011091,2025-11-24,CUST00626,PROD0191,REP099,1,5,1940.85,207.85
ORD011092,2024-11-06,CUST02502,PROD0430,REP069,2,15,45044.9,6836.9
ORD011093,2025-07-15,CUST04231,PROD0166,REP095,3,15,8193.15,-173.85
ORD011094,2025-02-02,CUST00308,PROD0454,REP077,5,10,202428.0,38418.0
ORD011095,2026-03-12,CUST03485,PROD0298,REP029,4,5,68419.0,22487.0
ORD011096,2025-04-09,CUST04753,PROD0240,REP034,1,0,23391.0,4742.0
ORD011097,2025-03-20,CUST03449,PROD0090,REP059,4,0,182744.0,56564.0
ORD011098,2026-06-07,CUST02348,PROD0429,REP054,3,0,97164.0,16884.0
ORD011099,2026-03-09,CUST02836,PROD0184,REP028,1,15,35105.85,7290.85
ORD011100,2025-08-11,CUST04005,PROD0386,REP021,5,10,204723.0,31573.0
ORD011101,2024-11-28,CUST04158,PROD0225,REP038,1,0,51549.0,19085.0
ORD011102,2025-01-04,CUST03731,PROD0077,REP021,5,5,10839.5,2959.5
ORD011103,2025-04-18,CUST00942,PROD0138,REP089,1,20,22072.0,2943.0
ORD011104,2024-11-21,CUST00179,PROD0122,REP047,4,5,45793.8,6793.8
ORD011105,2025-01-12,CUST04391,PROD0365,REP020,4,15,91548.4,12584.4
ORD011106,2026-06-14,CUST01937,PROD0363,REP061,5,15,274129.25,47644.25
ORD011107,2025-04-24,CUST02998,PROD0077,REP050,4,15,7758.8,1454.8
ORD011108,2025-03-13,CUST02954,PROD0383,REP015,5,15,123309.5,27679.5
ORD011109,2026-01-08,CUST01299,PROD0382,REP031,1,20,52728.0,3756.0
ORD011110,2025-07-19,CUST03716,PROD0458,REP078,1,15,42137.05,9719.05
ORD011111,2026-05-13,CUST03734,PROD0488,REP052,1,20,13084.8,131.8
ORD011112,2025-11-19,CUST03061,PROD0008,REP029,5,15,94651.75,20161.75
ORD011113,2026-04-02,CUST03214,PROD0194,REP088,4,0,243200.0,82512.0
ORD011114,2026-04-17,CUST01198,PROD0038,REP017,3,10,53392.5,7501.5
ORD011115,2025-09-10,CUST02400,PROD0118,REP008,3,15,80016.45,18582.45
ORD011116,2025-02-02,CUST04910,PROD0278,REP039,4,15,19220.2,-167.8
ORD011117,2026-03-09,CUST00747,PROD0051,REP074,2,20,52972.8,7260.8
ORD011118,2026-02-02,CUST03526,PROD0463,REP076,5,0,241265.0,83900.0
ORD011119,2025-10-16,CUST00080,PROD0036,REP012,4,20,18304.0,-960.0
ORD011120,2026-06-07,CUST04607,PROD0056,REP006,1,20,35497.6,-2373.4
ORD011121,2025-04-30,CUST00883,PROD0133,REP039,3,10,88060.5,17728.5
ORD011122,2026-05-02,CUST02540,PROD0211,REP071,2,15,114503.5,28587.5
ORD011123,2025-08-28,CUST00554,PROD0409,REP047,5,5,42403.25,3918.25
ORD011124,2025-11-11,CUST03184,PROD0284,REP063,4,20,158249.6,4309.6
ORD011125,2025-04-19,CUST04065,PROD0093,REP022,2,5,65871.1,15417.1
ORD011126,2025-08-29,CUST03692,PROD0306,REP055,2,0,25094.0,7484.0
ORD011127,2026-06-04,CUST00916,PROD0346,REP042,3,20,16135.2,2830.2
ORD011128,2024-08-20,CUST02120,PROD0496,REP091,1,5,56095.6,11646.6
ORD011129,2024-10-15,CUST03711,PROD0412,REP012,4,0,34668.0,4720.0
ORD011130,2025-07-20,CUST02086,PROD0435,REP084,1,10,10728.9,2092.9
ORD011131,2024-09-19,CUST04782,PROD0075,REP047,3,0,94848.0,32346.0
ORD011132,2026-05-07,CUST04879,PROD0354,REP045,1,20,43042.4,975.4
ORD011133,2025-03-15,CUST04522,PROD0327,REP069,5,0,64415.0,14595.0
ORD011134,2024-09-17,CUST04191,PROD0225,REP039,4,0,206196.0,76340.0
ORD011135,2025-02-18,CUST02090,PROD0317,REP044,1,15,1405.9,154.9
ORD011136,2025-12-22,CUST04012,PROD0307,REP095,1,10,38912.4,8405.4
ORD011137,2026-01-20,CUST01033,PROD0359,REP016,3,5,14175.9,2175.9
ORD011138,2024-11-27,CUST04656,PROD0162,REP045,4,20,204617.6,23897.6
ORD011139,2025-01-28,CUST02766,PROD0052,REP038,4,20,14368.0,508.0
ORD011140,2026-03-23,CUST04703,PROD0354,REP097,3,15,137197.65,10996.65
ORD011141,2026-02-20,CUST03645,PROD0256,REP015,1,15,40484.65,7458.65
ORD011142,2025-02-08,CUST02930,PROD0326,REP093,4,5,214795.0,51079.0
ORD011143,2026-04-18,CUST04491,PROD0158,REP097,2,5,2074.8,224.8
ORD011144,2024-12-18,CUST01604,PROD0198,REP085,3,10,19467.0,5307.0
ORD011145,2026-06-08,CUST04880,PROD0251,REP041,3,15,150042.0,38151.0
ORD011146,2025-11-21,CUST04854,PROD0289,REP100,3,0,27543.0,4755.0
ORD011147,2026-06-04,CUST04284,PROD0463,REP093,3,5,137521.05,43102.05
ORD011148,2024-08-11,CUST00695,PROD0484,REP011,3,10,67599.9,11040.9
ORD011149,2025-02-25,CUST02643,PROD0274,REP099,3,5,74786.85,6425.85
ORD011150,2026-05-11,CUST02431,PROD0414,REP081,2,20,101360.0,12080.0
ORD011151,2025-09-08,CUST00484,PROD0463,REP017,2,0,96506.0,33560.0
ORD011152,2026-07-06,CUST03193,PROD0176,REP058,5,5,114413.25,16138.25
ORD011153,2024-12-26,CUST03438,PROD0101,REP080,5,20,163128.0,-13072.0
ORD011154,2026-03-11,CUST02874,PROD0251,REP032,3,15,150042.0,38151.0
ORD011155,2026-01-02,CUST04229,PROD0321,REP057,5,20,28284.0,2914.0
ORD011156,2024-08-12,CUST03637,PROD0374,REP076,2,20,4099.2,-232.8
ORD011157,2024-07-20,CUST04630,PROD0079,REP051,2,0,13018.0,3058.0
ORD011158,2024-09-27,CUST04132,PROD0071,REP084,4,5,223227.2,48019.2
ORD011159,2024-08-08,CUST02987,PROD0319,REP051,1,15,6036.7,895.7
ORD011160,2025-12-28,CUST02935,PROD0052,REP064,2,5,8531.0,1601.0
ORD011161,2026-01-06,CUST03276,PROD0257,REP085,5,0,136250.0,18430.0
ORD011162,2024-12-26,CUST03698,PROD0498,REP100,4,10,92408.4,3660.4
ORD011163,2024-08-14,CUST01662,PROD0021,REP034,5,20,169200.0,-11430.0
ORD011164,2025-05-12,CUST02246,PROD0290,REP075,5,15,28449.5,5414.5
ORD011165,2026-02-26,CUST02373,PROD0139,REP100,4,10,183765.6,19705.6
ORD011166,2025-05-30,CUST03875,PROD0263,REP043,4,10,132962.4,11826.4
ORD011167,2024-10-19,CUST03276,PROD0309,REP009,3,20,64860.0,4704.0
ORD011168,2026-04-17,CUST03379,PROD0213,REP069,5,20,19584.0,-1381.0
ORD011169,2024-09-26,CUST00176,PROD0392,REP089,3,10,50406.3,12006.3
ORD011170,2025-07-19,CUST04174,PROD0303,REP052,1,20,18951.2,-1408.8
ORD011171,2026-02-25,CUST04573,PROD0276,REP074,5,0,224475.0,67780.0
ORD011172,2025-03-24,CUST03759,PROD0469,REP054,4,10,71902.8,13390.8
ORD011173,2025-10-10,CUST02339,PROD0331,REP029,5,10,110668.5,24123.5
ORD011174,2025-05-07,CUST04272,PROD0380,REP026,1,15,11896.6,1557.6
ORD011175,2025-10-01,CUST02421,PROD0424,REP009,4,0,118824.0,33420.0
ORD011176,2025-03-06,CUST02925,PROD0371,REP026,4,0,75952.0,13668.0
ORD011177,2024-11-18,CUST00456,PROD0445,REP070,4,20,50422.4,-2041.6
ORD011178,2024-08-02,CUST02575,PROD0231,REP022,1,20,53917.6,10060.6
ORD011179,2025-04-15,CUST00420,PROD0290,REP082,1,15,5689.9,1082.9
ORD011180,2025-12-25,CUST04068,PROD0172,REP058,5,5,82441.0,14476.0
ORD011181,2025-10-26,CUST00759,PROD0075,REP011,4,15,107494.4,24158.4
ORD011182,2025-05-11,CUST03984,PROD0377,REP098,4,0,76360.0,26668.0
ORD011183,2025-05-11,CUST02086,PROD0158,REP093,1,5,1037.4,112.4
ORD011184,2024-11-26,CUST01262,PROD0051,REP074,1,15,28141.8,5285.8
ORD011185,2026-06-03,CUST01444,PROD0278,REP038,1,10,5087.7,240.7
ORD011186,2026-03-08,CUST03985,PROD0322,REP077,5,15,23774.5,4854.5
ORD011187,2026-04-06,CUST04382,PROD0108,REP092,3,5,66644.4,17987.4
ORD011188,2026-01-19,CUST02426,PROD0009,REP030,1,5,64876.45,21552.45
ORD011189,2025-06-30,CUST03740,PROD0052,REP050,2,5,8531.0,1601.0
ORD011190,2025-07-21,CUST01741,PROD0001,REP041,4,0,202184.0,60564.0
ORD011191,2025-01-30,CUST02458,PROD0232,REP094,2,20,66433.6,4167.6
ORD011192,2025-08-22,CUST01745,PROD0082,REP081,2,10,54730.8,9604.8
ORD011193,2026-04-01,CUST00209,PROD0442,REP097,1,15,57537.35,14490.35
ORD011194,2025-12-16,CUST04501,PROD0048,REP087,5,0,210595.0,57620.0
ORD011195,2025-04-29,CUST01557,PROD0421,REP042,3,10,28161.0,7302.0
ORD011196,2025-02-27,CUST04988,PROD0033,REP044,1,15,20958.45,4984.45
ORD011197,2024-10-11,CUST02856,PROD0410,REP023,4,0,103084.0,19776.0
ORD011198,2025-04-11,CUST04901,PROD0078,REP061,1,10,17000.1,4111.1
ORD011199,2025-02-16,CUST05000,PROD0258,REP076,4,15,130138.4,26898.4
ORD011200,2024-07-21,CUST03636,PROD0391,REP082,1,5,6200.65,988.65
ORD011201,2026-05-12,CUST00744,PROD0252,REP091,3,5,71782.95,22663.95
ORD011202,2026-04-01,CUST03251,PROD0370,REP064,5,0,144530.0,21795.0
ORD011203,2025-03-01,CUST04418,PROD0181,REP021,3,15,49554.15,10848.15
ORD011204,2025-11-04,CUST01355,PROD0367,REP071,3,10,189742.5,48223.5
ORD011205,2025-05-10,CUST04874,PROD0124,REP077,3,10,125533.8,24589.8
ORD011206,2025-12-21,CUST02393,PROD0094,REP073,3,20,12900.0,1380.0
ORD011207,2026-06-27,CUST03917,PROD0286,REP007,5,5,292082.25,98762.25
ORD011208,2025-11-20,CUST00797,PROD0172,REP004,4,5,65952.8,11580.8
ORD011209,2025-09-29,CUST00245,PROD0395,REP003,4,20,42659.2,5907.2
ORD011210,2025-04-24,CUST04749,PROD0011,REP016,5,5,60947.25,18457.25
ORD011211,2025-10-30,CUST00595,PROD0445,REP015,1,15,13393.45,277.45
ORD011212,2026-05-27,CUST03851,PROD0213,REP083,2,0,9792.0,1406.0
ORD011213,2024-08-17,CUST04780,PROD0476,REP050,2,15,61509.4,12721.4
ORD011214,2025-01-14,CUST01698,PROD0410,REP047,1,20,20616.8,-210.2
ORD011215,2026-03-16,CUST04089,PROD0395,REP090,3,0,39993.0,12429.0
ORD011216,2024-09-23,CUST04390,PROD0350,REP077,2,20,64649.6,263.6
ORD011217,2024-10-08,CUST00973,PROD0232,REP012,5,0,207605.0,51940.0
ORD011218,2026-01-05,CUST02523,PROD0177,REP075,3,0,55260.0,10746.0
ORD011219,2024-09-11,CUST01060,PROD0248,REP099,1,0,47135.0,15637.0
ORD011220,2024-08-14,CUST03210,PROD0377,REP079,1,20,15272.0,2849.0
ORD011221,2024-07-28,CUST01907,PROD0054,REP096,1,0,59554.0,15401.0
ORD011222,2025-11-29,CUST00076,PROD0050,REP006,2,0,40522.0,12238.0
ORD011223,2025-03-21,CUST01509,PROD0436,REP018,1,10,2456.1,637.1
ORD011224,2026-03-21,CUST01004,PROD0186,REP043,2,20,36894.4,2564.4
ORD011225,2026-06-23,CUST01398,PROD0158,REP084,5,20,4368.0,-257.0
ORD011226,2026-02-04,CUST02303,PROD0230,REP040,1,10,36243.0,8462.0
ORD011227,2024-11-17,CUST03386,PROD0396,REP011,2,10,18358.2,2642.2
ORD011228,2025-12-19,CUST03964,PROD0336,REP016,2,0,92248.0,31218.0
ORD011229,2025-03-16,CUST03531,PROD0327,REP067,4,10,46378.8,6522.8
ORD011230,2026-05-19,CUST03698,PROD0365,REP029,3,20,64622.4,5399.4
ORD011231,2025-05-31,CUST02344,PROD0038,REP090,3,0,59325.0,13434.0
ORD011232,2026-04-15,CUST02596,PROD0068,REP040,4,5,16473.0,1481.0
ORD011233,2025-11-08,CUST04999,PROD0029,REP003,5,20,11812.0,1862.0
ORD011234,2025-06-14,CUST01052,PROD0295,REP064,3,20,73396.8,-5293.2
ORD011235,2025-10-30,CUST02737,PROD0380,REP057,4,0,55984.0,14628.0
ORD011236,2026-01-21,CUST03833,PROD0177,REP036,3,5,52497.0,7983.0
ORD011237,2025-05-25,CUST02308,PROD0292,REP036,4,5,75312.2,13988.2
ORD011238,2025-11-08,CUST04476,PROD0393,REP074,2,15,50585.2,12777.2
ORD011239,2025-09-02,CUST04932,PROD0450,REP021,2,20,20027.2,-1714.8
ORD011240,2025-05-24,CUST03051,PROD0113,REP088,4,5,147231.0,39847.0
ORD011241,2025-09-20,CUST03744,PROD0165,REP056,4,20,61513.6,505.6
ORD011242,2025-05-12,CUST04151,PROD0312,REP068,4,15,141164.6,13888.6
ORD011243,2025-08-01,CUST01508,PROD0326,REP057,3,5,161096.25,38309.25
ORD011244,2024-10-31,CUST04662,PROD0446,REP051,2,10,20192.4,6104.4
ORD011245,2026-01-04,CUST03373,PROD0035,REP089,1,20,44688.0,-3726.0
ORD011246,2025-01-19,CUST02095,PROD0300,REP075,5,5,126782.25,35737.25
ORD011247,2024-10-26,CUST02432,PROD0373,REP028,5,0,137750.0,19070.0
ORD011248,2025-08-14,CUST03145,PROD0320,REP061,4,20,89568.0,1676.0
ORD011249,2025-03-13,CUST01708,PROD0028,REP023,2,0,114566.0,35446.0
ORD011250,2025-01-27,CUST04475,PROD0500,REP095,3,15,152372.7,17885.7
ORD011251,2025-01-26,CUST04123,PROD0048,REP043,2,0,84238.0,23048.0
ORD011252,2026-01-22,CUST03656,PROD0319,REP019,4,0,28408.0,7844.0
ORD011253,2025-06-11,CUST03964,PROD0276,REP037,3,20,107748.0,13731.0
ORD011254,2025-09-10,CUST03527,PROD0238,REP008,1,5,35749.45,9932.45
ORD011255,2026-06-01,CUST03203,PROD0304,REP028,5,0,35105.0,13055.0
ORD011256,2025-04-22,CUST01956,PROD0380,REP060,2,5,26592.4,5914.4
ORD011257,2026-01-02,CUST03500,PROD0453,REP100,3,20,134212.8,-10969.2
ORD011258,2026-05-27,CUST00322,PROD0282,REP061,4,10,100738.8,29342.8
ORD011259,2025-12-27,CUST03368,PROD0380,REP096,2,15,23793.2,3115.2
ORD011260,2024-12-25,CUST01516,PROD0019,REP063,3,0,14061.0,2919.0
ORD011261,2025-11-27,CUST00051,PROD0244,REP031,1,5,26949.6,7788.6
ORD011262,2025-02-12,CUST00925,PROD0207,REP099,3,20,85903.2,3865.2
ORD011263,2025-05-06,CUST00563,PROD0357,REP099,4,5,234794.4,36826.4
ORD011264,2025-01-02,CUST03993,PROD0303,REP086,1,5,22504.55,2144.55
ORD011265,2025-08-25,CUST03025,PROD0296,REP027,4,10,174326.4,43310.4
ORD011266,2025-12-31,CUST03149,PROD0353,REP092,3,0,167991.0,30675.0
ORD011267,2025-08-18,CUST03742,PROD0252,REP077,3,0,75561.0,26442.0
ORD011268,2025-11-24,CUST02680,PROD0272,REP059,3,15,3679.65,853.65
ORD011269,2025-02-16,CUST01771,PROD0399,REP035,2,20,31710.4,4262.4
ORD011270,2024-10-08,CUST04038,PROD0236,REP098,1,20,24653.6,4712.6
ORD011271,2025-12-01,CUST03394,PROD0227,REP080,2,5,116935.5,31941.5
ORD011272,2026-01-13,CUST03009,PROD0168,REP060,3,10,58125.6,16110.6
ORD011273,2025-07-19,CUST03450,PROD0237,REP021,5,5,69787.0,23622.0
ORD011274,2026-04-07,CUST02034,PROD0255,REP029,4,5,155226.2,31218.2
ORD011275,2025-10-09,CUST03514,PROD0438,REP022,5,0,20990.0,2850.0
ORD011276,2024-10-16,CUST04160,PROD0387,REP042,3,20,52473.6,2766.6
ORD011277,2026-04-11,CUST02358,PROD0350,REP097,5,10,181827.0,20862.0
ORD011278,2026-06-22,CUST03545,PROD0101,REP016,4,10,146815.2,5855.2
ORD011279,2024-10-06,CUST02428,PROD0128,REP052,4,15,194055.0,-2909.0
ORD011280,2026-01-28,CUST02131,PROD0354,REP096,3,10,145268.1,19067.1
ORD011281,2024-11-16,CUST03666,PROD0366,REP051,3,0,24387.0,5475.0
ORD011282,2026-03-03,CUST03416,PROD0077,REP025,5,10,10269.0,2389.0
ORD011283,2025-02-04,CUST01735,PROD0227,REP083,1,0,61545.0,19048.0
ORD011284,2025-05-19,CUST04436,PROD0400,REP031,2,10,48297.6,10629.6
ORD011285,2024-08-18,CUST01033,PROD0289,REP088,1,0,9181.0,1585.0
ORD011286,2025-04-02,CUST03359,PROD0492,REP031,4,0,175240.0,42604.0
ORD011287,2025-04-17,CUST03503,PROD0084,REP051,2,0,48036.0,7216.0
ORD011288,2026-07-04,CUST00172,PROD0214,REP090,4,10,124988.4,33616.4
ORD011289,2025-04-29,CUST01161,PROD0244,REP083,2,0,56736.0,18414.0
ORD011290,2026-06-01,CUST03889,PROD0054,REP095,4,15,202483.6,25871.6
ORD011291,2025-08-18,CUST04226,PROD0319,REP036,2,0,14204.0,3922.0
ORD011292,2025-10-31,CUST02113,PROD0408,REP076,1,20,29240.0,1184.0
ORD011293,2024-08-27,CUST01818,PROD0475,REP046,2,10,107737.2,9727.2
ORD011294,2025-12-12,CUST04685,PROD0189,REP022,3,0,105798.0,36306.0
ORD011295,2024-09-25,CUST04019,PROD0455,REP082,1,20,18714.4,1959.4
ORD011296,2024-12-17,CUST01053,PROD0220,REP004,1,5,41591.0,8477.0
ORD011297,2025-07-13,CUST04594,PROD0298,REP041,3,10,48613.5,14164.5
ORD011298,2024-12-29,CUST03256,PROD0155,REP097,5,15,303318.25,63068.25
ORD011299,2025-04-07,CUST00826,PROD0474,REP022,4,10,174153.6,14625.6
ORD011300,2025-12-06,CUST04465,PROD0013,REP091,5,15,93704.0,11959.0
ORD011301,2025-08-19,CUST04127,PROD0231,REP013,3,10,181971.9,50400.9
ORD011302,2026-04-05,CUST03474,PROD0225,REP001,4,0,206196.0,76340.0
ORD011303,2025-01-17,CUST03202,PROD0149,REP001,4,20,198998.4,41638.4
ORD011304,2025-11-17,CUST00170,PROD0430,REP078,5,10,119236.5,23716.5
ORD011305,2025-05-14,CUST02028,PROD0254,REP064,2,10,134429.4,36213.4
ORD011306,2026-07-03,CUST02330,PROD0412,REP051,4,5,32934.6,2986.6
ORD011307,2025-03-26,CUST00637,PROD0131,REP014,1,10,65584.8,16864.8
ORD011308,2025-04-27,CUST02086,PROD0242,REP073,4,20,193036.8,20044.8
ORD011309,2025-03-21,CUST03771,PROD0016,REP051,5,5,168050.25,33220.25
ORD011310,2025-01-02,CUST03593,PROD0228,REP086,2,5,35881.5,10885.5
ORD011311,2025-05-11,CUST03389,PROD0169,REP086,3,5,112948.35,36640.35
ORD011312,2025-08-12,CUST02941,PROD0086,REP096,5,0,64520.0,12580.0
ORD011313,2026-01-07,CUST02565,PROD0124,REP075,5,15,197599.5,29359.5
ORD011314,2024-08-31,CUST02671,PROD0082,REP081,5,5,144428.5,31613.5
ORD011315,2024-09-26,CUST01394,PROD0275,REP041,3,10,12123.0,2445.0
ORD011316,2024-09-21,CUST02738,PROD0251,REP042,3,5,167694.0,55803.0
ORD011317,2024-12-13,CUST03770,PROD0425,REP065,5,0,289765.0,86590.0
ORD011318,2026-03-30,CUST02947,PROD0203,REP011,2,10,41284.8,12152.8
ORD011319,2026-05-06,CUST00481,PROD0359,REP035,2,5,9450.6,1450.6
ORD011320,2025-11-08,CUST00847,PROD0297,REP002,4,5,24236.4,5008.4
ORD011321,2026-05-04,CUST02357,PROD0196,REP018,4,5,191656.8,46372.8
ORD011322,2026-06-21,CUST04033,PROD0017,REP005,2,5,102415.7,28247.7
ORD011323,2025-02-09,CUST03574,PROD0003,REP059,3,0,18762.0,5883.0
ORD011324,2026-01-15,CUST00523,PROD0160,REP013,4,0,242196.0,76800.0
ORD011325,2025-01-27,CUST00980,PROD0429,REP005,5,20,129552.0,-4248.0
ORD011326,2026-01-02,CUST03625,PROD0345,REP050,1,10,21298.5,2825.5
ORD011327,2025-04-05,CUST01344,PROD0375,REP099,4,0,88588.0,28024.0
